Category,Technology,Travel,Sports,Finance,Entertainment,World,Fashion,Health
spade,0,1,0,0,0,0,0,0
elegance,0,1,0,0,0,0,1,0
sprays,0,1,0,0,0,0,0,0
cigars,0,1,0,0,0,0,0,0
rides,0,1,1,0,0,0,0,0
cookout,0,1,0,0,0,0,0,0
visionary,0,1,0,0,0,0,0,0
squaremeter,0,1,0,0,0,0,0,0
rumble,0,1,0,0,0,0,0,0
alabama,0,1,1,0,0,0,0,1
explosives,0,1,0,0,0,0,0,0
glow,0,1,0,0,0,0,0,1
peers,0,1,0,0,0,0,0,0
treats,0,1,0,0,0,0,0,0
metal,0,1,0,0,1,0,2,0
jalapenos,0,1,0,0,0,0,0,0
twoperson,0,1,0,0,0,0,0,0
enterprise,0,1,0,0,0,0,0,0
carotid,0,1,0,0,0,0,0,0
delays,0,1,0,0,0,0,0,0
jeera,0,1,0,0,0,0,0,0
rambutans,0,1,0,0,0,0,0,0
gods,0,1,0,0,0,0,0,0
sunglasses,0,1,0,0,0,0,0,0
tammy,0,1,0,0,0,0,0,0
beagles,0,1,0,0,0,0,0,0
haiti,0,1,0,0,0,0,0,0
lilburn,0,1,0,0,0,0,0,0
sabrina,0,1,0,0,0,0,0,0
plush,0,1,0,0,0,0,0,0
binhai,0,1,0,0,0,0,0,0
automatic,0,1,0,0,0,0,1,0
farther,0,1,0,0,0,0,0,0
fragrant,0,1,0,0,0,0,0,0
keypad,0,1,0,0,0,0,0,0
bangkokian,0,1,0,0,0,0,0,0
detection,0,1,0,0,0,0,0,1
broomequipped,0,1,0,0,0,0,0,0
capacity,0,1,0,0,0,1,0,1
continually,0,1,0,0,0,0,0,0
grandmother,0,1,0,0,0,0,0,1
mug,0,1,0,0,0,0,0,0
headsized,0,1,0,0,0,0,0,0
hopefully,0,1,2,0,0,0,1,1
approach,0,1,1,0,2,1,1,1
berkeley,0,1,0,0,0,0,0,0
rims,0,1,0,0,0,0,0,0
weak,0,1,0,0,0,0,0,0
faced,1,1,0,0,0,0,0,0
participating,0,1,1,0,0,0,1,0
chandeliers,0,1,0,0,0,0,0,0
mildly,0,1,0,0,0,0,0,0
faces,1,1,1,0,1,1,1,1
operating,1,1,0,0,0,2,0,2
expense,0,1,2,0,0,0,2,0
smuggler,0,1,0,0,0,0,0,0
dissipating,0,1,0,0,0,0,0,0
majestic,0,1,0,0,0,0,0,0
trust,0,1,2,0,0,2,1,0
panel,2,1,0,0,0,1,0,0
ropes,0,1,0,0,0,0,0,0
belongs,0,1,0,0,0,0,0,0
containers,0,1,0,0,0,0,0,1
fleeting,0,1,0,0,0,0,0,0
drugs,0,1,1,0,0,1,0,2
hairstylist,0,1,0,0,0,0,0,0
catch,1,1,1,0,0,1,0,0
blip,0,1,0,0,0,0,0,0
carryout,0,1,0,0,0,0,0,0
lesser,0,1,0,0,0,0,0,0
twoway,0,1,0,0,0,0,0,0
natives,0,1,0,0,0,0,0,0
accessories,0,1,0,0,0,0,0,0
trickle,0,1,0,0,0,0,0,0
containing,0,1,0,0,0,0,0,0
kelley,0,1,0,0,0,0,0,0
threeday,0,1,0,0,0,0,0,0
complex,0,1,0,0,0,2,2,0
inventory,0,1,0,0,0,0,0,0
recentlylaunched,0,1,0,0,0,0,0,0
tarra,0,1,0,0,0,0,0,0
peaks,0,1,0,0,0,0,0,0
greeted,0,1,0,0,1,0,0,0
fridays,0,1,0,0,0,0,0,0
characters,0,1,1,0,0,0,0,0
insisted,0,1,0,0,0,0,0,0
charlie,1,1,1,0,1,0,0,0
dimon,0,1,0,0,0,0,0,0
hearty,0,1,0,0,0,0,0,0
greatest,0,1,1,0,0,0,1,0
admiringly,0,1,0,0,0,0,0,0
medics,0,1,0,0,0,2,0,0
karina,0,1,0,0,0,0,0,0
snowman,0,1,0,0,0,0,0,0
leagues,0,1,3,0,0,0,0,0
proposed,1,1,1,0,0,1,0,0
laptop,0,1,0,0,0,0,0,0
picasso,0,1,0,0,0,0,0,0
campbell,1,1,1,0,0,0,0,0
eli,0,1,0,0,0,0,0,0
bhutan,0,1,0,0,0,1,0,0
unzips,0,1,0,0,0,0,0,0
aberdeenshire,0,1,0,0,0,0,0,0
elf,0,1,0,0,0,0,0,0
trina,0,1,0,0,0,0,0,0
humanity,0,1,0,0,0,0,0,0
actresses,0,1,0,0,0,0,0,0
bands,0,1,0,0,2,0,1,0
donan,0,1,0,0,0,0,0,0
zoom,0,1,0,0,0,0,0,0
zoos,0,1,0,0,0,0,0,0
offices,0,1,1,0,0,2,0,1
petting,0,1,0,0,0,0,0,0
frustrations,0,1,0,0,0,0,0,0
donald,0,1,0,0,0,0,0,0
doorstep,0,1,0,0,0,0,0,0
unsuspecting,0,1,1,0,0,0,0,0
booking,0,1,0,0,0,0,0,0
corn,0,1,0,0,0,0,0,0
cork,0,1,0,0,0,0,0,0
attendance,0,1,0,0,0,0,0,0
newcomer,0,1,0,0,0,0,0,0
chapter,0,1,0,0,0,0,0,2
cowboy,0,1,0,0,0,0,0,0
attacks,0,1,0,0,0,4,0,2
shards,0,1,1,0,0,0,0,0
curry,0,1,1,0,0,0,0,0
duke,0,1,1,0,0,0,0,0
civic,0,1,0,0,0,0,0,0
civil,1,1,0,0,1,0,0,1
ahi,0,1,0,0,0,0,0,0
bath,0,1,0,0,0,0,1,0
entrepreneur,1,1,0,0,0,2,0,0
laborers,0,1,0,0,0,0,0,0
coastal,0,1,0,0,0,0,0,1
cubicle,0,1,0,0,0,0,0,0
rounds,0,1,0,0,0,0,0,0
baty,0,1,0,0,0,0,0,0
argyllshire,0,1,0,0,0,0,0,0
minted,0,1,0,0,0,0,0,0
molokai,0,1,0,0,0,0,0,0
personage,0,1,0,0,0,0,0,0
interlopers,0,1,0,0,0,0,0,0
gig,0,1,1,0,0,0,0,0
anderson,0,1,0,0,0,0,0,0
crews,0,1,0,0,0,0,0,0
unpretentious,0,1,0,0,0,0,0,0
visitation,0,1,0,0,0,0,0,0
remover,0,1,0,0,0,0,0,0
heat,0,1,1,0,0,0,2,1
solar,0,1,0,0,0,0,0,0
removed,0,1,0,0,0,1,1,1
lucknam,0,1,0,0,0,0,0,0
portions,0,1,0,0,0,0,0,0
burnedout,0,1,0,0,0,0,0,0
trim,0,1,0,0,0,0,0,0
brightly,0,1,0,0,0,0,0,0
annoying,0,1,0,0,0,1,0,0
silliest,0,1,0,0,0,0,0,0
eerie,0,1,0,0,0,0,1,0
commercials,0,1,0,0,0,0,0,0
dialect,0,1,0,0,0,0,0,0
tie,0,1,1,0,0,0,0,0
hatchback,0,1,0,0,0,0,0,0
nw,0,1,0,0,0,0,0,0
phoenix,0,1,2,0,0,0,0,0
impounded,0,1,0,0,0,0,0,0
trailers,0,1,0,0,0,0,0,0
nods,0,1,0,0,0,0,0,0
quintessentially,0,1,0,0,0,0,0,0
younger,0,1,0,0,0,1,0,2
asheville,0,1,0,0,0,0,0,0
vietnam,1,1,0,0,0,0,0,0
stacks,0,1,0,0,0,0,0,0
coach,0,1,5,0,1,0,0,0
culzean,0,1,0,0,0,0,0,0
regulars,0,1,0,0,0,0,0,0
celebs,0,1,0,0,0,0,0,0
roc,0,1,0,0,0,0,0,0
adjective,0,1,0,0,0,0,0,0
roy,0,1,1,0,0,0,0,0
guava,0,1,0,0,0,0,0,0
row,0,1,0,0,1,0,0,1
passage,0,1,0,0,0,0,0,0
glassroofed,0,1,0,0,0,0,0,0
advantage,0,1,2,0,0,0,1,0
gravitate,0,1,0,0,0,0,0,0
unfamiliar,0,1,0,0,0,0,0,0
wallets,0,1,0,0,0,0,0,0
cook,0,1,1,0,0,0,0,0
clouds,0,1,0,0,0,0,0,0
camaraderie,0,1,0,0,0,0,0,0
quick,0,1,1,0,0,0,0,2
hotelier,0,1,0,0,0,0,0,0
sashaying,0,1,0,0,0,0,0,0
pedy,0,1,0,0,0,0,0,0
columbus,0,1,0,0,0,0,0,0
inland,0,1,0,0,0,0,0,0
takeoff,0,1,0,0,0,0,0,0
drinks,0,1,0,0,0,0,0,1
boats,0,1,0,0,0,0,0,0
stressful,0,1,0,0,0,0,0,0
constitution,0,1,0,0,0,1,0,0
jambalaya,0,1,0,0,0,0,0,0
greatgrandbabies,0,1,0,0,0,0,0,0
tarmac,0,1,0,0,0,0,0,0
knightsbridge,0,1,0,0,0,0,0,0
guanabara,0,1,0,0,0,0,0,0
baseball,0,1,6,0,0,0,0,0
groups,0,1,0,0,0,2,0,1
horsedrawn,0,1,0,0,0,0,0,0
bhutanese,0,1,0,0,0,0,0,0
descended,0,1,0,0,0,0,0,0
exams,0,1,0,0,0,1,0,0
credited,0,1,0,0,0,0,1,0
scarves,0,1,0,0,0,0,0,0
trinidad,0,1,0,0,0,0,0,0
bulbs,0,1,0,0,0,0,0,0
decatur,0,1,0,0,0,0,0,0
russell,0,1,3,0,0,0,0,0
athens,0,1,0,0,0,0,0,0
wrongs,0,1,0,0,0,0,0,0
handles,0,1,0,0,0,0,0,0
handler,0,1,0,0,0,0,0,0
frothy,0,1,0,0,0,0,0,0
conductor,0,1,0,0,0,0,0,0
flying,0,1,0,0,0,1,0,0
chocolate,0,1,0,0,0,3,0,0
teases,0,1,0,0,0,0,0,0
haole,0,1,0,0,0,0,0,0
judd,0,1,0,0,0,0,0,0
districts,0,1,0,0,0,0,0,0
fauna,0,1,0,0,0,0,0,0
stroke,0,1,0,0,0,0,1,1
celsius,0,1,0,0,0,0,0,0
fruited,0,1,0,0,0,0,0,0
callandresponse,0,1,0,0,0,0,0,0
eilean,0,1,0,0,0,0,0,0
middleaged,0,1,0,0,0,0,0,1
secured,0,1,1,0,0,0,0,0
thomaston,0,1,0,0,0,0,0,0
vital,0,1,1,0,0,1,0,0
etched,0,1,0,0,0,0,0,0
crashed,0,1,0,0,0,0,0,0
selftutored,0,1,0,0,0,0,0,0
renovation,0,1,0,0,0,0,0,0
mezzanine,0,1,0,0,0,0,0,0
backstraining,0,1,0,0,0,0,0,0
midnight,0,1,0,0,0,2,0,0
blare,0,1,0,0,0,0,0,0
motions,0,1,0,0,0,0,0,0
worship,0,1,0,0,0,0,0,0
wallace,0,1,0,0,0,0,1,1
comic,0,1,0,0,0,0,0,0
presence,0,1,1,0,0,0,0,0
ideation,0,1,0,0,0,0,0,0
platform,0,1,1,0,0,0,0,2
meridian,0,1,0,0,0,0,0,0
conservatory,0,1,0,0,0,0,0,0
conversations,1,1,0,0,1,0,0,1
silvanio,0,1,0,0,0,0,0,0
gushing,0,1,0,0,0,0,0,0
superlatives,0,1,0,0,0,0,0,0
clutch,0,1,0,0,0,0,0,0
slumps,0,1,0,0,0,0,0,0
possibilities,0,1,0,0,0,0,3,0
ferrill,0,1,0,0,0,0,0,0
shy,0,1,0,0,4,0,0,1
busty,0,1,0,0,0,0,0,0
catching,0,1,3,0,0,2,0,0
myrtle,0,1,0,0,0,0,0,0
liveliness,0,1,0,0,0,0,0,0
bless,0,1,0,0,0,0,0,0
eagle,0,1,0,0,0,0,0,0
hula,0,1,0,0,0,0,0,0
bolts,0,1,1,0,0,0,0,0
albuquerque,0,1,0,0,0,0,0,0
hulk,0,1,0,0,0,0,0,0
oasis,0,1,0,0,0,0,0,0
flyer,0,1,0,0,0,0,0,0
explorers,0,1,0,0,0,0,0,0
subzero,0,1,0,0,0,0,0,0
motion,0,1,0,0,0,0,0,0
butterflies,0,1,0,0,0,0,0,0
origin,0,1,0,0,0,0,0,0
budweiser,0,1,1,0,0,0,0,0
transform,0,1,0,0,0,0,0,0
soaring,0,1,0,0,0,0,0,0
fight,0,1,1,0,0,2,0,3
continent,0,1,1,0,0,0,0,0
george,0,1,0,0,0,1,0,0
airbus,0,1,0,0,0,0,0,0
given,0,1,5,0,0,3,1,3
iac,0,1,0,0,0,0,0,0
returns,0,1,3,0,0,0,0,0
lobbyists,0,1,0,0,0,0,0,0
goyenechea,0,1,0,0,0,0,0,0
gives,1,1,2,0,4,0,2,3
holden,0,1,0,0,0,0,0,1
exploring,0,1,0,0,0,2,2,0
hug,0,1,0,0,1,0,0,0
huh,0,1,0,0,0,0,0,0
hut,0,1,0,0,0,0,1,0
unfortunately,0,1,1,0,0,2,0,1
outcome,0,1,1,0,0,0,1,1
armored,0,1,0,0,0,0,0,0
ann,0,1,0,0,0,0,0,0
pastime,0,1,0,0,0,0,0,0
sells,0,1,0,0,0,0,1,0
marathon,0,1,0,0,0,0,1,0
ideas,2,1,0,0,0,0,3,2
surf,0,1,0,0,0,0,0,0
closes,0,1,0,0,0,0,0,1
cleared,0,1,2,0,0,0,0,0
latex,0,1,0,0,0,0,0,0
seafood,0,1,0,0,0,0,0,0
hungry,0,1,0,0,0,0,0,0
soho,0,1,0,0,0,0,0,0
hear,0,1,1,0,0,0,0,1
swordfighting,0,1,0,0,0,0,0,0
doublecheck,0,1,0,0,0,0,0,0
radios,0,1,0,0,0,0,0,0
crime,2,1,0,0,0,5,0,1
wool,0,1,0,0,0,0,0,0
dreaded,0,1,0,0,0,0,0,0
centrally,0,1,0,0,0,0,0,0
presbyterian,0,1,0,0,0,0,0,0
mormon,0,1,0,0,0,0,0,0
jazz,0,1,1,0,0,0,0,0
multimillion,0,1,0,0,0,0,0,0
lighter,0,1,0,0,0,0,0,0
hotspot,0,1,0,0,0,0,0,0
deepvein,0,1,0,0,0,0,0,0
cautionary,0,1,0,0,0,0,0,0
reveal,0,1,0,0,0,0,1,0
hermes,0,1,0,0,0,0,0,0
dramas,0,1,0,0,0,0,0,0
naked,1,1,0,0,1,0,0,0
jokes,0,1,1,0,0,0,0,0
pants,0,1,0,0,0,0,0,0
discussing,0,1,1,0,0,0,0,0
encourages,0,1,0,0,0,0,0,2
dahlonega,0,1,0,0,0,0,0,0
replies,0,1,0,0,0,0,0,0
prowl,0,1,1,0,0,0,0,0
connections,0,1,0,0,0,0,0,1
college,0,1,1,0,1,2,0,2
parking,0,1,0,0,0,0,0,1
stanley,0,1,0,0,0,0,1,0
druse,0,1,0,0,0,0,0,0
encouraged,0,1,0,0,0,1,1,1
farmers,0,1,0,0,0,0,0,0
review,1,1,0,0,0,0,0,0
munching,0,1,0,0,0,0,0,0
invokes,0,1,0,0,0,0,0,0
spahn,0,1,0,0,0,0,0,0
fearless,0,1,0,0,0,0,0,0
guitar,0,1,0,0,0,1,0,0
diners,0,1,0,0,0,0,0,0
foxtrot,0,1,0,0,0,0,0,0
wanders,0,1,0,0,0,0,0,0
bunks,0,1,0,0,0,0,1,0
duty,0,1,1,0,0,0,0,1
pop,0,1,0,0,0,0,0,0
pole,0,1,0,0,0,0,0,0
jammed,0,1,0,0,0,0,0,0
kowloon,0,1,0,0,0,0,0,0
poi,0,1,0,0,0,0,0,0
polo,0,1,1,0,0,0,0,0
pod,0,1,0,0,0,0,0,0
turkey,0,1,0,0,0,0,0,0
peaceful,0,1,0,0,1,0,0,0
hardly,0,1,1,0,0,1,0,2
engine,0,1,0,0,0,0,0,0
direction,0,1,2,0,1,0,0,0
kerry,0,1,0,0,0,0,0,0
tiger,0,1,0,0,0,0,0,0
grapefruits,0,1,0,0,0,0,0,0
standup,0,1,0,0,0,0,0,0
pilot,0,1,0,0,0,0,0,1
mount,1,1,0,0,0,1,0,1
arnold,0,1,0,0,0,0,0,0
cast,1,1,2,0,0,1,0,1
vest,0,1,0,0,0,0,0,0
ellison,0,1,0,0,0,0,0,0
snaking,0,1,0,0,0,0,0,0
helmet,0,1,0,0,0,0,0,1
shifts,0,1,1,0,0,0,0,1
manila,0,1,0,0,0,0,0,0
regime,0,1,0,0,0,0,0,0
booths,0,1,0,0,0,0,0,0
drives,0,1,2,0,0,0,0,0
delicate,0,1,0,0,0,0,1,0
statue,0,1,0,0,0,0,0,0
changing,0,1,0,0,0,0,1,1
vowed,0,1,0,0,0,2,0,0
pennsylvania,0,1,1,0,0,0,0,0
mirren,0,1,0,0,0,0,0,0
connick,0,1,0,0,0,0,0,0
relief,0,1,1,0,0,1,0,1
reward,0,1,1,0,0,0,0,0
brisbane,0,1,0,0,0,0,0,0
guided,0,1,0,0,0,0,0,0
violent,0,1,0,0,0,6,0,0
captured,0,1,0,0,0,5,1,0
announcement,0,1,1,0,0,0,0,0
samples,0,1,0,0,0,0,0,0
poised,0,1,1,0,0,0,0,0
styles,0,1,0,0,1,1,2,0
virginia,0,1,2,0,0,0,0,1
schedules,0,1,0,0,0,0,0,0
glitches,0,1,0,0,0,0,0,0
alpharetta,0,1,0,0,0,0,0,0
furniture,0,1,0,0,0,0,1,0
bonding,0,1,0,0,0,0,0,0
birthdays,0,1,0,0,0,0,0,0
standstill,0,1,0,0,0,0,0,0
bracelet,0,1,0,0,1,0,0,0
sternly,0,1,0,0,0,0,0,0
squeals,0,1,0,0,0,0,0,0
reduced,0,1,0,0,0,1,0,4
simulator,0,1,0,0,0,0,0,0
snatched,0,1,1,0,0,0,0,0
caribbean,0,1,0,0,0,0,1,0
mood,0,1,0,0,0,0,0,0
prolific,0,1,0,0,0,0,0,0
stops,0,1,0,0,0,0,1,1
buddha,0,1,0,0,0,0,0,0
provides,0,1,2,0,1,1,0,3
porter,0,1,0,0,0,0,0,0
severed,0,1,0,0,0,0,0,1
liquid,0,1,0,0,0,0,0,1
nails,0,1,0,0,2,0,0,0
inspect,0,1,0,0,0,0,0,0
ok,1,1,0,0,0,0,0,1
oh,0,1,4,0,0,0,1,0
brittany,0,1,0,0,0,0,0,0
shrimp,0,1,0,0,0,0,0,0
gregory,0,1,0,0,0,0,0,0
op,0,1,0,0,0,0,0,0
amber,0,1,0,0,0,0,0,0
instruments,0,1,0,0,0,0,1,0
garner,0,1,0,0,0,0,0,0
cursed,0,1,1,0,0,0,0,0
snowmen,0,1,0,0,0,0,1,0
mental,0,1,0,0,0,3,0,4
whales,0,1,0,0,0,0,0,0
alleged,2,1,0,0,1,2,0,1
mar,0,1,0,0,0,0,0,0
strict,0,1,0,0,0,0,1,1
cultures,0,1,0,0,0,0,0,0
tiffany,0,1,0,0,0,0,1,0
illuminated,0,1,0,0,0,0,0,0
amongst,0,1,0,0,0,0,0,0
unthinkable,0,1,0,0,0,0,0,0
ayrshire,0,1,0,0,0,0,0,0
grungy,0,1,0,0,0,0,0,0
promote,0,1,0,0,0,2,0,0
offical,0,1,0,0,0,0,0,0
connaught,0,1,0,0,0,0,0,0
cassidy,0,1,0,0,0,0,0,0
grasp,0,1,0,0,0,0,0,0
creeping,0,1,0,0,0,0,0,0
castles,0,1,0,0,0,0,0,0
contributors,0,1,0,0,0,0,0,0
canines,0,1,0,0,0,0,0,0
battlements,0,1,0,0,0,0,0,0
minneapolis,0,1,0,0,0,0,0,0
operation,0,1,0,0,0,2,0,0
rubbed,0,1,0,0,0,0,0,0
rubber,0,1,0,0,0,0,0,1
announcements,0,1,0,0,0,0,0,0
selfgoverning,0,1,0,0,0,0,0,0
perry,0,1,0,0,0,0,0,0
missed,0,1,3,0,5,2,0,0
suppertime,0,1,0,0,0,0,0,0
applause,0,1,0,0,0,0,0,0
romanticlooking,0,1,0,0,0,0,0,0
barcelona,0,1,0,0,0,0,0,0
directory,0,1,0,0,0,0,0,0
tanned,0,1,0,0,0,0,1,0
ala,0,1,0,0,0,0,0,0
hatteras,0,1,0,0,0,0,0,0
meditation,0,1,0,0,0,0,0,2
banjoplaying,0,1,0,0,0,0,0,0
kkcr,0,1,0,0,0,0,0,0
lining,0,1,1,0,0,0,0,0
acting,0,1,0,0,0,4,0,0
thursday,2,1,1,0,0,0,0,0
lawmakers,0,1,0,0,0,0,0,0
colonialera,0,1,0,0,0,0,0,0
tethered,0,1,0,0,0,0,0,0
activities,0,1,0,0,0,0,0,3
belonging,0,1,0,0,0,0,0,0
woman,0,1,0,0,1,1,0,2
incorporate,0,1,0,0,0,0,0,0
song,0,1,0,0,0,0,1,0
rod,0,1,0,0,0,0,0,0
chasiti,0,1,0,0,0,0,0,0
fat,0,1,0,0,0,0,0,0
kennedyalle,0,1,0,0,0,0,0,0
sons,0,1,0,0,0,3,0,1
fab,0,1,0,0,0,0,0,0
faa,0,1,0,0,0,0,0,0
audemars,0,1,0,0,0,0,0,0
gangly,0,1,0,0,0,0,0,0
cascading,0,1,0,0,0,0,0,0
plotting,0,1,0,0,0,0,0,0
fearful,0,1,0,0,0,0,0,0
fluent,0,1,0,0,0,0,0,0
nausicalm,0,1,0,0,0,0,0,0
louvre,0,1,0,0,0,0,0,0
translating,0,1,0,0,0,0,1,0
byrnes,0,1,0,0,0,0,0,0
resettled,0,1,0,0,0,0,0,0
aphrodisiac,0,1,0,0,0,0,0,0
sum,0,1,1,0,0,0,0,0
ticks,0,1,0,0,0,0,0,0
anniversary,0,1,0,0,0,1,1,0
attitudes,0,1,0,0,0,0,0,0
racing,0,1,2,0,0,0,0,0
guns,0,1,0,0,0,1,1,0
christian,0,1,1,0,1,0,2,0
temperaturecontrolled,0,1,0,0,0,0,1,0
tags,0,1,0,0,0,0,1,0
theresa,0,1,0,0,0,0,0,0
millionsquaremeter,0,1,0,0,0,0,0,0
tragedy,0,1,0,0,0,0,0,0
thrift,0,1,0,0,0,0,0,0
pleasant,0,1,0,0,0,0,0,0
handlers,0,1,0,0,0,0,0,0
identifiable,0,1,0,0,0,0,0,0
allows,1,1,0,0,0,1,2,1
identity,2,1,0,0,0,1,3,0
options,1,1,6,0,0,0,0,0
disposition,0,1,0,0,0,0,0,0
binders,0,1,0,0,0,0,0,0
screens,0,1,0,0,0,0,0,0
texts,0,1,0,0,0,0,1,0
herring,0,1,0,0,0,0,0,0
donuts,0,1,0,0,0,0,0,0
matchbox,0,1,0,0,0,0,0,0
dissatisfied,0,1,0,0,0,0,0,0
minor,0,1,1,0,0,0,0,2
flat,0,1,0,0,0,1,0,0
knows,2,1,0,0,0,0,2,5
flag,0,1,0,0,0,3,0,0
stick,0,1,1,0,0,2,0,0
mellow,0,1,0,0,0,0,0,0
chaplain,0,1,0,0,0,0,0,0
carryons,0,1,0,0,0,0,0,0
spearman,0,1,0,0,0,0,0,0
challenging,0,1,1,0,0,0,0,1
division,0,1,3,0,0,0,0,1
niagara,0,1,0,0,0,0,0,0
imitation,0,1,0,0,0,0,0,0
pond,0,1,0,0,0,0,0,0
court,4,1,1,0,0,1,0,2
desperation,0,1,1,0,0,1,0,1
johannesburg,0,1,0,0,0,0,0,0
occasionally,0,1,0,0,0,0,0,1
explains,0,1,1,0,0,0,3,0
goat,0,1,0,0,0,0,0,0
kremer,0,1,0,0,0,0,0,0
sandwich,0,1,0,0,0,0,0,0
spitzer,0,1,0,0,0,0,0,0
antebellum,0,1,0,0,0,0,0,0
hoisting,0,1,0,0,0,0,0,0
adventure,0,1,0,0,0,0,0,0
susan,0,1,0,0,0,0,0,0
prefers,0,1,0,0,0,0,1,0
stash,0,1,0,0,0,0,1,0
stadiums,0,1,0,0,0,0,0,0
halibut,0,1,0,0,0,0,0,0
moderateexpensive,0,1,0,0,0,0,0,0
mission,0,1,0,0,1,2,0,1
logan,0,1,0,0,0,0,0,0
glide,0,1,0,0,0,0,0,0
abbey,0,1,0,0,0,0,0,0
strange,0,1,0,0,0,0,0,0
stephen,0,1,3,0,0,0,0,0
alter,0,1,0,0,0,0,0,0
dispatchers,0,1,0,0,0,0,0,0
milestone,0,1,0,0,0,0,0,0
cunningham,0,1,0,0,0,0,0,0
adventurous,0,1,0,0,0,0,0,0
marcus,0,1,2,0,0,0,0,0
weighs,0,1,0,0,0,0,0,0
weight,0,1,0,0,0,0,0,3
brother,0,1,0,0,0,2,0,2
falsetto,0,1,0,0,0,0,0,0
emigrated,0,1,0,0,0,0,0,0
scratching,0,1,0,0,0,0,0,0
foolproof,0,1,0,0,0,0,0,0
nepal,0,1,0,0,0,1,0,0
hydraulic,0,1,0,0,0,0,0,0
commemorative,0,1,0,0,0,0,0,0
hill,0,1,0,0,0,0,0,1
shipment,0,1,0,0,0,0,0,0
takeoffs,0,1,0,0,0,0,0,0
monotone,0,1,0,0,0,0,0,0
friday,2,1,0,0,2,0,0,0
differ,0,1,0,0,0,0,0,0
olmstead,0,1,0,0,0,0,0,0
tassels,0,1,0,0,0,0,0,0
teach,0,1,0,0,1,0,0,1
thrown,0,1,2,0,0,0,1,0
introduction,0,1,0,0,0,0,0,0
dfw,0,1,0,0,0,0,0,0
feed,0,1,0,0,0,0,0,0
dine,0,1,0,0,0,0,0,0
diller,0,1,0,0,0,0,0,0
fancy,0,1,0,0,0,0,0,0
traveled,0,1,0,0,0,2,0,0
colombia,0,1,0,0,0,0,0,0
bland,0,1,0,0,0,0,0,0
temperature,0,1,0,0,0,0,0,0
gourmet,0,1,0,0,0,0,0,0
brisket,0,1,0,0,0,0,0,0
comfy,0,1,0,0,0,0,1,0
hangs,0,1,0,0,0,0,0,0
multisensory,0,1,0,0,0,0,0,0
moat,0,1,0,0,0,0,0,0
syrup,0,1,0,0,0,0,0,0
headache,0,1,0,0,0,0,0,0
attendants,1,1,0,0,0,0,0,0
relieved,0,1,0,0,0,1,0,0
exploded,0,1,0,0,0,2,0,0
condoleezza,0,1,0,0,0,0,0,0
tatt,0,1,0,0,0,0,0,0
nagging,0,1,0,0,0,0,0,0
architect,0,1,0,0,0,2,1,0
outdoors,0,1,0,0,0,0,0,1
scanners,0,1,0,0,0,0,0,0
voucher,0,1,0,0,0,0,0,0
tongues,0,1,0,0,0,0,0,0
cleaner,0,1,0,0,0,0,0,0
uniforms,0,1,0,0,0,1,0,0
outstanding,0,1,1,0,0,0,0,0
metropolises,0,1,0,0,0,0,0,0
suspicious,0,1,0,0,0,0,0,0
garfield,0,1,0,0,0,0,0,0
gala,0,1,0,0,0,0,0,0
squints,0,1,0,0,0,0,0,0
rochester,0,1,0,0,0,0,0,0
cherrie,0,1,0,0,0,0,0,0
closecropped,0,1,0,0,0,0,0,0
bacteria,0,1,0,0,0,0,0,0
goldman,0,1,0,0,0,0,0,0
reach,0,1,4,0,0,2,1,1
reunited,0,1,0,0,0,0,0,0
react,0,1,0,0,0,0,0,0
seasons,0,1,7,0,0,0,1,0
machete,0,1,0,0,0,0,0,0
measured,0,1,0,0,0,0,0,1
traditional,1,1,0,0,0,1,1,0
ron,0,1,0,0,0,0,0,0
institutions,0,1,0,0,0,1,0,0
fong,0,1,0,0,0,0,0,0
threeringed,0,1,0,0,0,0,0,0
fond,0,1,0,0,0,0,0,0
awakens,0,1,0,0,0,0,0,0
pentangelo,0,1,0,0,0,0,0,0
moses,0,1,0,0,0,0,0,1
ied,0,1,0,0,0,0,0,0
shepherd,0,1,0,0,0,1,0,0
invoke,0,1,0,0,0,0,0,0
lawyers,0,1,0,0,0,0,0,0
longest,0,1,0,0,0,0,1,0
beards,0,1,0,0,0,0,1,0
glassandchrome,0,1,0,0,0,0,0,0
sustainable,0,1,0,0,0,0,1,1
heaping,0,1,0,0,0,0,0,0
starwood,0,1,0,0,0,0,0,0
pvt,0,1,0,0,0,0,0,0
grandfather,0,1,0,0,0,2,0,0
choreographed,0,1,0,0,0,1,0,0
explosion,0,1,0,0,0,1,0,0
threats,0,1,0,0,0,0,0,0
overstuffed,0,1,0,0,0,0,0,0
klum,0,1,0,0,0,0,0,0
solo,0,1,0,0,0,0,0,0
korea,3,1,1,0,0,2,0,0
outfit,0,1,0,0,0,0,0,0
condo,0,1,0,0,0,0,0,0
license,1,1,0,0,0,1,0,1
distinctively,0,1,0,0,0,0,0,0
bombsniffing,0,1,0,0,0,0,0,0
rollers,0,1,0,0,0,0,0,0
reside,0,1,0,0,0,0,0,0
flies,0,1,0,0,0,0,0,0
flier,0,1,0,0,0,0,0,0
distress,0,1,0,0,0,0,0,0
smith,2,1,2,0,0,1,0,1
storybook,0,1,0,0,0,1,0,0
tgi,0,1,0,0,0,0,0,0
crispy,0,1,0,0,0,0,0,0
pr,0,1,0,0,0,0,1,0
pf,0,1,0,0,0,0,0,0
